product_id,pubchem_cid,iupac_name,functional_description,sync_failed,sync_failed_reason,last_sync_attempt,last_sync_success
2137,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:09:37.282025,
2138,12736,dodecanedioic acid,"Dodecanedioic acid is an alpha,-dicarboxylic acid that is dodecane in which the methyl groups have been oxidised to the corresponding carboxylic acids. It has a role as an EC 1.1.1.1 (alcohol dehydrogenase) inhibitor and a human metabolite. It is a dicarboxylic fatty acid and an alpha,omega-dicarboxylic acid. It is a conjugate acid of a dodecanedioate(2-). It derives from a hydride of a dodecane.",0,,2026-03-26 00:09:38.417087,2026-04-20 23:29:21
2139,79034,12-hydroxydodecanoic acid,12-hydroxylauric acid is a medium-chain fatty acid that is the 12-hydroxylated derivative of lauric acid. It has a role as a human metabolite. It is functionally related to a dodecanoic acid. It is a conjugate acid of a 12-hydroxylaurate.,0,,2026-03-26 00:09:48.649133,2026-03-26 00:09:57.661687
2141,47936,"[(3R,4aR,5S,6S,6aS,10S,10aR,10bS)-6,10,10b-trihydroxy-3,4a,7,7,10a-pentamethyl-1-oxo-3-vinyl-5,6,6a,8,9,10-hexahydro-2H-benzo[f]chromen-5-yl] acetate","Forskolin is a labdane diterpenoid isolated from the Indian Coleus plant. It has a role as an antihypertensive agent, a platelet aggregation inhibitor, an anti-HIV agent, a plant metabolite, a protein kinase A agonist and an adenylate cyclase agonist. It is a tertiary alpha-hydroxy ketone, an organic heterotricyclic compound, a triol, a labdane diterpenoid, a cyclic ketone and an acetate ester.",0,,2026-03-26 00:09:57.775940,2026-03-26 00:10:05.163996
2149,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:10:05.274390,
2150,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:10:06.384097,
2152,3034394,"(3R)-5-[(1S,4aS,8aS)-5,5,8a-trimethyl-2-methylene-decalin-1-yl]-3-methyl-pent-1-en-3-ol","Manool is a labdane diterpenoid in which the labdane skeleton has double bonds at positions 8(17) and 14 and carries an R-hydroxy group at position 13. It has a role as an antibacterial agent, an antineoplastic agent and a plant metabolite. It is a tertiary alcohol and a labdane diterpenoid.",0,,2026-03-26 00:10:07.515972,2026-03-26 00:10:14.092022
2153,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:10:14.207856,
2155,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:10:15.335614,
2156,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:10:16.519478,
2161,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:10:17.641021,
2168,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:10:18.705807,
2170,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:10:19.777771,
2171,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:10:20.996297,
2180,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:10:22.121199,
2215,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:10:23.288728,
2216,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:10:24.411314,
2218,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:10:25.556490,
2220,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:10:27.455599,
2221,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:10:28.637156,
2222,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:10:29.792335,
2223,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:10:30.922793,
2224,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:10:32.016257,
2225,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:10:33.186589,
2226,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:10:34.490217,
2241,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:10:35.626532,
2242,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:10:36.719149,
2243,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:10:37.842585,
3973,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:10:38.989507,
3974,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:10:40.190753,
3997,5356793,"(2E,4E)-hexa-2,4-dienedioic acid","Muconic acid is a hexadienedioic acid with unsaturation at positions 2 and 4. It has a role as a human xenobiotic metabolite. It is a dicarboxylic fatty acid and a hexadienedioic acid. It is a conjugate acid of a 5-carboxypenta-2,4-dienoate.",0,,2026-03-26 00:10:41.380388,2026-04-20 23:29:43
4007,11052747,"(1R,4R,4aS,8aR)-1-isopropenyl-4,7-dimethyl-1,2,3,4,4a,5,6,8a-octahydronaphthalene","Amorpha-4,11-diene is a member of octahydronaphthalenes and a sesquiterpene.",0,,2026-03-26 00:10:48.322927,2026-03-26 00:10:54.678103
4016,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:10:54.789984,
4019,6560,2-methylpropan-1-ol,Isobutanol is an alkyl alcohol that is propan-1-ol substituted by a methyl group at position 2. It has a role as a Saccharomyces cerevisiae metabolite. It is a primary alcohol and an alkyl alcohol. It derives from a hydride of an isobutane.,0,,2026-03-26 00:10:55.957492,2026-04-20 23:29:46
4022,122857,"(3S,4aR,6aS,6aR,6bR,8aR,14aR,14bR)-4,4,6a,6b,8a,11,11,14b-octamethyl-1,2,3,4a,5,6,6a,7,8,9,10,13,14,14a-tetradecahydropicen-3-ol",Germanicol is a pentacyclic triterpenoid that is oleanane substituted by a hydroxy group at the 3beta-position and with a double bond between positioins 18 and 19. It is a pentacyclic triterpenoid and a secondary alcohol. It derives from a hydride of an oleanane.,0,,2026-03-26 00:11:18.487742,2026-03-26 00:11:24.448169
4031,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:11:24.557853,
4056,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:11:25.693351,
4059,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:11:26.812935,
4067,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:11:27.935907,
4068,448041,2-amino-5-[[(1R)-2-(carboxymethylamino)-2-oxo-1-(sulfanylmethyl)ethyl]amino]-5-oxo-pentanoic acid,,0,,2026-03-26 00:11:29.108816,2026-03-26 00:11:34.147751
4079,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:11:34.261509,
4119,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:11:35.327246,
4120,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:11:36.493507,
4147,7361,furan-2-ylmethanol,Furfuryl Alcohol can cause cancer according to The Environmental Protection Agency (EPA).,0,,2026-03-26 00:11:37.614630,2026-04-20 23:29:56
4180,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:12:01.920622,
4181,176,acetic acid,"Acetic acid is a simple monocarboxylic acid containing two carbons. It has a role as a protic solvent, a food acidity regulator, an antimicrobial food preservative and a Daphnia magna metabolite. It is a conjugate acid of an acetate.",0,,2026-03-26 00:12:03.042118,2026-04-20 23:29:58
4216,5280489,"1,3,3-trimethyl-2-[(1E,3E,5E,7E,9E,11E,13E,15E,17E)-3,7,12,16-tetramethyl-18-(2,6,6-trimethylcyclohexen-1-yl)octadeca-1,3,5,7,9,11,13,15,17-nonaenyl]cyclohexene","Beta-carotene is a cyclic carotene obtained by dimerisation of all-trans-retinol. A strongly-coloured red-orange pigment abundant in plants and fruit and the most active and important provitamin A carotenoid. It has a role as a ferroptosis inhibitor, an antioxidant, a cofactor, a biological pigment, a provitamin A, a mouse metabolite, a plant metabolite and a human metabolite. It is a carotenoid beta-end derivative and a cyclic carotene.",0,,2026-03-26 00:12:21.393596,2026-04-20 23:30:00
4229,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:12:30.855405,
4236,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:12:31.947119,
4252,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:12:33.176583,
4255,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:12:34.361436,
4262,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:12:35.534325,
4294,6560,2-methylpropan-1-ol,Isobutanol is an alkyl alcohol that is propan-1-ol substituted by a methyl group at position 2. It has a role as a Saccharomyces cerevisiae metabolite. It is a primary alcohol and an alkyl alcohol. It derives from a hydride of an isobutane.,0,,2026-03-26 00:12:36.690070,2026-04-20 23:30:05
4295,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:12:59.801217,
4296,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:13:00.924117,
4297,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:13:02.043679,
4298,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:13:03.088934,
4320,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:13:04.297891,
4326,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:13:05.402411,
4355,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:13:06.470574,
4356,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:13:07.584574,
4357,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:13:08.719441,
4407,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:13:10.305487,
4489,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:13:11.450178,
4550,160873,"(2R,3R,4R)-2,3,5-trihydroxy-4-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxypentanal",,0,,2026-03-26 00:13:12.627305,2026-04-20 23:30:14
4551,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:13:20.094664,
4564,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:13:21.217568,
4578,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:13:22.318466,
4594,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:13:23.459312,
4597,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:13:24.595006,
4601,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:13:25.660959,
4603,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:13:26.795687,
4605,10494,"(4aS,6aR,6aS,6bR,8aR,10S,12aR,14bS)-10-hydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",Oleanolic acid is a pentacyclic triterpenoid that is olean-12-en-28-oic acid substituted by a beta-hydroxy group at position 3. It has a role as a plant metabolite. It is a pentacyclic triterpenoid and a hydroxy monocarboxylic acid. It is a conjugate acid of an oleanolate. It derives from a hydride of an oleanane.,0,,2026-03-26 00:13:27.954145,2026-03-26 00:13:36.974718
4645,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:13:37.085682,
4648,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:13:38.383253,
4657,90657905,"4-amino-3-[(2E,6E,10E,14E,18E)-3,7,11,15,19,23-hexamethyltetracosa-2,6,10,14,18,22-hexaenyl]phenol",,0,,2026-03-26 00:13:39.479206,2026-03-26 00:13:44.525409
4658,5353837,"2-[(2E,6E,10E,14E,18E)-3,7,11,15,19,23-hexamethyltetracosa-2,6,10,14,18,22-hexaenyl]benzene-1,4-diol",,0,,2026-03-26 00:13:44.638944,2026-03-26 00:13:49.794276
4659,90658663,"4-amino-3-[(2E,6E,10E,14E,18E)-3,7,11,15,19,23-hexamethyltetracosa-2,6,10,14,18,22-hexaenyl]benzoate",4-amino-3-all-trans-hexaprenylbenzoate is an organic molecular entity.,0,,2026-03-26 00:13:49.907433,2026-03-26 00:13:55.836468
4660,11954011,"3-[(2E,6E,10E,14E,18E)-3,7,11,15,19,23-hexamethyltetracosa-2,6,10,14,18,22-hexaenyl]-4-hydroxy-benzoic acid",3-hexaprenyl-4-hydroxybenzoic acid is a monohydroxybenzoic acid. It has a role as a mouse metabolite and a Saccharomyces cerevisiae metabolite. It is a conjugate acid of a 4-hydroxy-3-all-trans-hexaprenylbenzoate.,0,,2026-03-26 00:13:55.949860,2026-03-26 00:14:03.519377
4661,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:14:03.630500,
4664,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:14:05.064657,
4669,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:14:06.195359,
4670,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:14:07.325354,
4676,94715,"(2S,3S,4S,5R)-3,4,5,6-tetrahydroxyoxane-2-carboxylic acid",D-glucopyranuronic acid is a D-glucuronic acid in cyclic pyranose form. It has a role as an algal metabolite. It is a conjugate acid of a D-glucopyranuronate. It is an enantiomer of a L-glucopyranuronic acid.,0,,2026-03-26 00:14:08.635586,2026-04-20 23:30:31
4698,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:14:19.373149,
4708,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:14:20.484119,
4713,439186,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-[(2R,3S,4R,5R)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxane-3,4,5-triol","Maltose is a glycosylglucose consisting of two D-glucopyranose units connected by an alpha-(14)-linkage. It has a role as a sweetening agent, a mouse metabolite, a Saccharomyces cerevisiae metabolite, an Escherichia coli metabolite and a human metabolite. It is a maltooligosaccharide and a glycosylglucose.",0,,2026-03-26 00:14:21.640633,2026-04-20 23:30:34
4721,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:14:29.800694,
4733,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:14:33.166968,
4741,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:14:34.326438,
4745,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:14:35.487904,
4746,6054,2-phenylethanol,"2-phenylethanol is a primary alcohol that is ethanol substituted by a phenyl group at position 2. It has a role as a plant growth retardant, a fragrance, a Saccharomyces cerevisiae metabolite, a plant metabolite and an Aspergillus metabolite. It is a primary alcohol and a member of benzenes.",0,,2026-03-26 00:14:36.594832,2026-04-20 23:30:39
4772,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:14:40.010393,
4773,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:14:43.411013,
4785,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:14:44.551012,
4786,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:14:45.765685,
4787,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:14:46.923282,
4788,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:14:48.027099,
4794,10457,octanedioic acid,"Suberic acid is an alpha,-dicarboxylic acid that is the 1,6-dicarboxy derivative of hexane. It has a role as a human metabolite. It is a dicarboxylic fatty acid and an alpha,omega-dicarboxylic acid. It is a conjugate acid of a suberate and a suberate(2-).",0,,2026-03-26 00:14:49.186249,2026-04-20 23:30:46
4795,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:15:01.475358,
4802,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:15:02.538388,
4823,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:15:03.677434,
4824,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:15:04.812745,
4825,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:15:06.262544,
4833,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:15:07.368403,
4839,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:15:08.487729,
4852,91472,"(4R,4aS,6aS,6aS,6bR,8aR,12aR,14aS,14bS)-4,4a,6a,6b,8a,11,11,14a-octamethyl-2,4,5,6,6a,7,8,9,10,12,12a,13,14,14b-tetradecahydro-1H-picen-3-one","Friedelin is a pentacyclic triterpenoid that is perhydropicene which is substituted by an oxo group at position 3 and by methyl groups at the 4, 4a, 6b, 8a, 11, 11, 12b, and 14a-positions (the 4R,4aS,6aS,6bR,8aR,12aR,12bS,14aS,14bS-enantiomer). It is the major triterpenoid constituent of cork. It has a role as an anti-inflammatory drug, a non-narcotic analgesic, an antipyretic and a plant metabolite. It is a pentacyclic triterpenoid and a cyclic terpene ketone.",0,,2026-03-26 00:15:09.551142,2026-03-26 00:15:16.354678
4853,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:15:16.468423,
4854,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:15:17.614153,
4948,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:15:18.683669,
4955,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:15:19.742787,
4956,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:15:23.218477,
4961,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:15:24.438213,
5009,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:15:25.701366,
5052,73145,"(3S,4aR,6aR,6bS,8aR,12aR,14aR,14bR)-4,4,6a,6b,8a,11,11,14b-octamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-ol",Beta-amyrin is a pentacyclic triterpenoid that is oleanane substituted at the 3beta-position by a hydroxy group and containing a double bond between positions 12 and 13. It is one of the most commonly occurring triterpenoids in higher plants. It has a role as a plant metabolite and an Aspergillus metabolite. It is a pentacyclic triterpenoid and a secondary alcohol. It derives from a hydride of an oleanane.,0,,2026-03-26 00:15:26.807213,2026-03-26 00:15:30.404965
5055,119,4-aminobutanoic acid,"Gamma-aminobutyric acid is a gamma-amino acid that is butanoic acid with the amino substituent located at C-4. It has a role as a neurotransmitter, a signalling molecule, a Saccharomyces cerevisiae metabolite and a human metabolite. It is a monocarboxylic acid and a gamma-amino acid. It is functionally related to a butyric acid. It is a conjugate acid of a gamma-aminobutyrate. It is a tautomer of a gamma-aminobutyric acid zwitterion.",0,,2026-03-26 00:15:30.515630,2026-04-20 23:31:02
5058,33037,"(2S,3S,4S,5R)-2,3,4,5-tetrahydroxyhexanedioic acid",D-glucaric acid is the D-enantiomer of glucaric acid. It has a role as an antineoplastic agent. It is a conjugate acid of a D-glucarate(1-). It is an enantiomer of a L-glucaric acid.,0,,2026-03-26 00:15:51.199797,2026-04-20 23:31:03
5060,753,"propane-1,2,3-triol","Glycerol is a triol with a structure of propane substituted at positions 1, 2 and 3 by hydroxy groups. It has a role as a geroprotector, an osmolyte, a detergent, a solvent, a mouse metabolite, a Saccharomyces cerevisiae metabolite, an Escherichia coli metabolite, a human metabolite and an algal metabolite. It is an alditol and a triol.",0,,2026-03-26 00:16:02.087882,2026-04-20 23:31:05
5061,179,3-hydroxybutan-2-one,Acetoin is a methyl ketone that is butan-2-one substituted by a hydroxy group at position 3. It has a role as a metabolite. It is a secondary alpha-hydroxy ketone and a methyl ketone.,0,,2026-03-26 00:16:27.668563,2026-04-20 23:31:08
5062,61503,(2R)-2-hydroxypropanoic acid,(R)-lactic acid is an optically active form of lactic acid having (R)-configuration. It has a role as an Escherichia coli metabolite and a human metabolite. It is a conjugate acid of a (R)-lactate. It is an enantiomer of a (S)-lactic acid.,0,,2026-03-26 00:16:37.658135,2026-04-20 23:31:10
5076,11146,"2,3-di(octadecanoyloxy)propyl octadecanoate",Tristearoylglycerol is a triglyceride that is glycerol in which all three hydroxy groups have been formally esterified with stearic acid. It has a role as a plant metabolite and a Caenorhabditis elegans metabolite. It is functionally related to an octadecanoic acid.,0,,2026-03-26 00:16:47.619097,2026-04-20 23:31:12
5090,9815225,(1S)-1-hydroxy-1-phenyl-propan-2-one,(S)-phenylacetylcarbinol is a 1-hydroxy-1-phenylpropan-2-one that has (S)-configuration. It is an enantiomer of a (R)-phenylacetylcarbinol.,0,,2026-03-26 00:16:59.051121,2026-03-26 00:17:05.354414
5121,8857,ethyl acetate,"Ethyl acetate is the acetate ester formed between acetic acid and ethanol. It has a role as a metabolite, a polar aprotic solvent, a Saccharomyces cerevisiae metabolite and an EC 3.4.19.3 (pyroglutamyl-peptidase I) inhibitor. It is a volatile organic compound, an ethyl ester and an acetate ester.",0,,2026-03-26 00:17:05.462427,2026-04-20 23:31:17
5128,176,acetic acid,"Acetic acid is a simple monocarboxylic acid containing two carbons. It has a role as a protic solvent, a food acidity regulator, an antimicrobial food preservative and a Daphnia magna metabolite. It is a conjugate acid of an acetate.",0,,2026-03-26 00:17:29.983397,2026-04-20 23:31:18
5148,2723872,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol","D-fructopyranose is a fructopyranose having D-configuration. It has a role as a sweetening agent. It is a D-fructose, a fructopyranose and a cyclic hemiketal.",0,,2026-03-26 00:17:47.581095,2026-04-20 23:31:21
5162,637566,"(2E)-3,7-dimethylocta-2,6-dien-1-ol","Geraniol is a monoterpenoid consisting of two prenyl units linked head-to-tail and functionalised with a hydroxy group at its tail end. It has a role as a volatile oil component, a fragrance, an allergen and a plant metabolite. It is a primary alcohol, a 3,7-dimethylocta-2,6-dien-1-ol and a monoterpenoid.",0,,2026-03-26 00:17:55.739355,2026-04-20 23:31:22
5188,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:18:05.224356,
5280,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:18:06.357242,
5285,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:18:07.453868,
5304,637542,(E)-3-(4-hydroxyphenyl)prop-2-enoic acid,4-coumaric acid is a coumaric acid in which the hydroxy substituent is located at C-4 of the phenyl ring. It has a role as a plant metabolite. It is a conjugate acid of a 4-coumarate.,0,,2026-03-26 00:18:08.559570,2026-04-20 23:31:25
5307,440950,"(2S,3R,4S,5S,6R)-2-[(2R,3S,4R,5R,6S)-4,5-dihydroxy-2-(hydroxymethyl)-6-[(2R,3S,4R,5R,6R)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",Beta-cellotriose is a cellotriose with a beta-configuration at the anomeric position.,0,,2026-03-26 00:18:16.804372,2026-04-20 23:31:26
5324,6549,"3,7-dimethylocta-1,6-dien-3-ol","Linalool is a monoterpenoid that is octa-1,6-diene substituted by methyl groups at positions 3 and 7 and a hydroxy group at position 3. It has been isolated from plants like Ocimum canum. It has a role as a volatile oil component, an antimicrobial agent, a fragrance and a plant metabolite. It is a monoterpenoid and a tertiary alcohol.",0,,2026-03-26 00:18:22.870352,2026-04-20 23:31:28
5359,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:18:46.080141,
5364,7362,furan-2-carbaldehyde,Furfural is an aldehyde that is furan with the hydrogen at position 2 substituted by a formyl group. It has a role as a metabolite and a Maillard reaction product. It is an aldehyde and a member of furans. It is functionally related to a furan.,0,,2026-03-26 00:18:47.205408,2026-04-20 23:31:30
5409,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:19:10.942823,
5421,9934,"1,3-thiazolidine-4-carboxylic acid","Thioproline is a sulfur-containing amino acid that is proline in which the methylene group at position 4 is replaced by a sulfur atom. It has a role as an antioxidant, an antidote and a hepatoprotective agent. It is a sulfur-containing amino acid, a thiazolidinemonocarboxylic acid and a non-proteinogenic alpha-amino acid. It is a tautomer of a thioproline zwitterion.",0,,2026-03-26 00:19:12.075105,2026-04-20 23:31:34
5536,5289590,"(3S,4R)-1,3,4,5-tetrahydroxypentan-2-one","D-xylulose is the D-enantiomer of xylulose. It has a role as a mouse metabolite, a Saccharomyces cerevisiae metabolite, an Escherichia coli metabolite and a human metabolite. It is an enantiomer of a L-xylulose.",0,,2026-03-26 00:19:20.122629,2026-03-26 00:19:27.429781
5548,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:19:27.543120,
5556,445070,"(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trien-1-ol","Farnesol is a farnesane sesquiterpenoid that is dodeca-2,6,10-triene substituted by methyl groups at positions 3, 7 and 11 and a hydroxy group at position 1. It has a role as an antimicrobial agent, a plant metabolite and a fungal metabolite. It is a primary alcohol, a polyprenol and a farnesane sesquiterpenoid.",0,,2026-03-26 00:19:28.656235,2026-04-20 23:31:38
5569,10895555,"(3S,5R,8R,9R,10R,13R,14R,17S)-17-[(1S)-1-hydroxy-1,5-dimethyl-hex-4-enyl]-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol","Dammarenediol-II is a tetracyclic triterpenoid that is dammarane which has a double bond between positions 24 and 25, and is substituted by hydroxy groups at the 3beta- and 20- positions. It has a role as a metabolite. It is a tertiary alcohol, a tetracyclic triterpenoid and a secondary alcohol. It derives from a hydride of a dammarane.",0,,2026-03-26 00:19:35.737355,2026-03-26 00:19:41.781107
5570,263,butan-1-ol,"Butan-1-ol is a primary alcohol that is butane in which a hydrogen of one of the methyl groups is substituted by a hydroxy group. It it produced in small amounts in humans by the gut microbes. It has a role as a protic solvent, a mouse metabolite and a human metabolite. It is a primary alcohol, a short-chain primary fatty alcohol and an alkyl alcohol.",0,,2026-03-26 00:19:41.894957,2026-04-20 23:31:42
5597,5429,"3,7-dimethylpurine-2,6-dione","Theobromine is a dimethylxanthine having the two methyl groups located at positions 3 and 7. A purine alkaloid derived from the cacao plant, it is found in chocolate, as well as in a number of other foods, and is a vasodilator, diuretic and heart stimulator. It has a role as a bronchodilator agent, a vasodilator agent, an adenosine receptor antagonist, a mouse metabolite, a plant metabolite, a food component and a human blood serum metabolite.",0,,2026-03-26 00:19:56.043867,2026-04-20 23:31:43
5598,4687,"1,7-dimethyl-3H-purine-2,6-dione","1,7-dimethylxanthine is a dimethylxanthine having the two methyl groups located at positions 1 and 7. It is a metabolite of caffeine and theobromine in animals. It has a role as a central nervous system stimulant, a mouse metabolite, a human xenobiotic metabolite and a human blood serum metabolite.",0,,2026-03-26 00:20:05.224098,2026-04-20 23:31:45
5614,5280437,"(2E,6E,10E)-3,7,11,15,15-pentamethylbicyclo[12.1.0]pentadeca-2,6,10-triene","Casbene is a diterpene comprising bicyclo[12.1.0]pentadeca-2,6,10-triene having three methyl substituents located at the 3-, 7- and 11-positions as well as gem-dimethyl groups at the 15-position. It has a role as an antifungal agent. It derives from a hydride of a casbane.",0,,2026-03-26 00:20:12.264775,2026-03-26 00:20:17.378532
5623,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:20:17.493961,
5624,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:20:18.535700,
5625,,,,1,未找到匹配的PubChem化合物,2026-03-26 00:20:19.653774,
5626,1292,2-hydroxy-2-phenylacetic acid,Mandelic acid is a 2-hydroxy monocarboxylic acid that is acetic acid in which two of the methyl hydrogens are substituted by phenyl and hydroxyl groups. It has a role as an antibacterial agent and a human xenobiotic metabolite. It is a member of benzenes and a 2-hydroxy monocarboxylic acid. It is functionally related to an acetic acid. It is a conjugate acid of a mandelate.,0,,2026-03-26 00:20:20.762910,2026-04-20 23:31:51
5641,10393,4-(2-hydroxyethyl)phenol,"2-(4-hydroxyphenyl)ethanol is a phenol substituted at position 4 by a 2-hydroxyethyl group. It has a role as a geroprotector, an antioxidant, a cardiovascular drug, an anti-arrhythmia drug, a protective agent, a plant metabolite and a fungal metabolite. It is functionally related to a 2-phenylethanol.",0,,2026-03-26 00:20:28.927722,2026-03-26 00:20:36.758737
5643,229860,"(8S,9S,10R,11R,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one",11alpha-Hydrocortisone is a 21-hydroxy steroid.,0,,2026-03-26 00:20:36.868333,2026-03-26 00:20:44.321466
5647,161359,[3-[2-(methylamino)ethyl]-1H-indol-4-yl] dihydrogen phosphate,"Baeocystin is a tryptamine alkaloid that is N-methyltryptamine carrying an additional phosphoryloxy substituent at position 4. It has a role as a hallucinogen and a fungal metabolite. It is an organic phosphate, a tryptamine alkaloid and a secondary amino compound. It is functionally related to a tryptamine. It is a conjugate acid of a baeocystin(1-).",0,,2026-03-26 00:20:44.432157,2026-03-26 00:20:50.509022
